VENDEDOR	CLIENTE	ROTULO	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	LITOGRAFIA	FECHAMENTO
ELENICE MARTIRE	ENGEPOX COM E REVEST DE PISOS LTDA	018.1540.02.0	18L- NATURAL S/VZ  Ø170	114342012	18	18 L.	08/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	1000	0	0				SEM VZ INTERNO									Ø170	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	114352012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.02.1	18L (H)- SOLVENTEX  ZARCOTEX (MARROM)	114362012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	1080	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BORDO  PREPARADO	VERMELHO LINOVA	MARROM ZARCOTEX	PRETO	OURO PREPARADO		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.31.1	18L (H)- SOLVENTEX  PRIMER  ACABAMENTO CINZA	114372012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL ESCALA	VERMELHO LINOVA	PRETO	CINZA GRAFITEX			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.15.2	18L- VINILAR LATEX VINIL ACRIL.ECONO.  C/VZ GRIS	114382012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	540	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL VINILPLAST	VERMELHO TRANSPARENTE	AMARELO EUROPA			Ø170	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.16.1	18L- VINILTEX  PISO  C/VZ GRIS	114392012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	180	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERDE AUDI	PRETO	AMARELO BANDEIRA	VERMELHO LINOVA	AZUL DURAMAR		Ø170	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.35.0	18L- VINILTEX  ACRILICO  PREMIUM  C/VZ  GRIS	114402012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	180	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	MAGENTA EUROPA	AMARELO EUROPA				Ø170	
SANDRA REGINA DA SILVA	SULACOR TINTAS LTDA	018.0520.06.0	18L- SUVILAR	114412012	18	18 L.	08/11/2012	19/11/2012	23/11/2012	24/11/2012	26/11/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AMARELO PREPARADO	AMARELO MEDIO	PRETO	AZUL DURAMAR	MAGENTA BERTONCINI		Ø170	
SANDRA REGINA DA SILVA	PRINCELUX IND.E COM.DE TINTAS LTDA	018.0461.01.0	18L- PRINCELUX  VERMELHA Ø42 E Ø170	114422012	18	18 L.	08/11/2012	23/11/2012	27/11/2012	28/11/2012	30/11/2012	1600	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO EUROPA	AZUL EUROPA	MAGENTA BERTONCINI			Ø42	
SANDRA REGINA DA SILVA	PYROZZAR IND. QUIMICA COM. LTDA	019.0378.02.1	BALDE- PYROFER CINZA Ø80 E Ø170	114432012	19	BALDE.	08/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL VINILPLAST	VERMELHO LINOVA	CINZA PRIMERTEX	AMARELO MEDIO			Ø170 c/b Ø25	
SANDRA REGINA DA SILVA	PIROSOL PRODS. QUIMICOS LTDA	018.0201.02.2	18L (H)- PIROSOL   A 200 USO PROFIS.	114442012	18	18 L.	08/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	VERDE 355 PROCESSO	AZUL DURAMAR			Ø42	
SANDRA REGINA DA SILVA	MARTINS E BRUCHMAM MARTINS LTDA.	018.1439.01.0	18L- DOURADA  S/VZ	114452012	18	18 L.	08/11/2012	06/11/2012	10/11/2012	11/11/2012	13/11/2012	900	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		OURO PREPARADO						Ø170	
SANDRA REGINA DA SILVA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	025.0169.02.2	25KG- REAL  LINHA  PREM. REVEST. TEXTURIZADO	114462012	25	25KG(14L).	08/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	3318	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	BORDO SV	PRETO	BRANCO OPACO	AMARELO EUROPA		Ø130	
SANDRA REGINA DA SILVA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	025.0169.02.2	25KG- REAL  LINHA  PREM. REVEST. TEXTURIZADO	114472012	25	25KG(14L).	08/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	3318	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	BORDO SV	PRETO	BRANCO OPACO	AMARELO EUROPA		Ø130	
SANDRA REGINA DA SILVA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	005.0169.02.0	5L- REAL THINNER PREMIUM	114482012	5	5 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0			BRANCO TRANSPARENTE	SEM VZ INTERNO	ACABAMENTO COMUM		BORDO SV	OURO PREPARADO	VERMELHO LINOVA	AMARELO MEDIO	PRETO		Ø42	
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	005.0136.05.0	5L- MAZA  AGUARRAS	114492012	5	5 L.	08/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	5000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO MAZA	AMARELO BANDEIRA	AZUL EUROPA	MARROM REAL COMPLEMENTO	PRETO		Ø42	
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	005.0136.09.0	5L- SV SOLVENTES	114502012	5	5 L.	08/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	5000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERDE AUDI	PRETO	AMARELO BANDEIRA	BORDO SV	AZUL EUROPA		Ø42	
ROGERIO BARRETTO MARTINS	TECH PAINT TINTAS INDUSTRIAIS LTDA EPP	018.0295.06.1	18L- TECH PAINT LINHA  INDUSTRIAL  ECONOMICA	114512012	18	18 L.	08/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	2350	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERDE AUDI	VERMELHO LINOVA					Ø170	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114522012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114532012	18	18 L.	08/11/2012	09/11/2012	13/11/2012	14/11/2012	16/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114542012	18	18 L.	08/11/2012	13/11/2012	17/11/2012	18/11/2012	20/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114552012	18	18 L.	08/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114562012	18	18 L.	08/11/2012	20/11/2012	24/11/2012	25/11/2012	27/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114572012	18	18 L.	08/11/2012	23/11/2012	27/11/2012	28/11/2012	30/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114582012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114592012	18	18 L.	08/11/2012	09/11/2012	13/11/2012	14/11/2012	16/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114602012	18	18 L.	08/11/2012	13/11/2012	17/11/2012	18/11/2012	20/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114612012	18	18 L.	08/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114622012	18	18 L.	08/11/2012	20/11/2012	24/11/2012	25/11/2012	27/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
OCTAVIO ALGUSTO MARTINS	EVOLUTION  COMERCIAL  EXPORTADORA  LTDA	018.0355.01.1	18L- GLASCOR  Ø42 E Ø110	114632012	18	18 L.	08/11/2012	23/11/2012	27/11/2012	28/11/2012	30/11/2012	1470	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA GLASCOR	PRETO					Ø42	
ROGERIO BARRETTO MARTINS	EUROAMERICAN DO BRASIL IMP.IND.E COM.LTDA	018.0107.17.0	18L- KLASSE  COMPLEMENTOS  ME0311	114642012	18	18 L.	08/11/2012	06/11/2012	10/11/2012	11/11/2012	13/11/2012	3000	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA	AZUL EUROPA	AMARELO ESCALA				Ø170	
ROGERIO BARRETTO MARTINS	EUROAMERICAN DO BRASIL IMP.IND.E COM.LTDA	025.0107.02.0	14L- QUALYCRIL REVESTIMENTOS 	114652012	25	25KG(14L).	08/11/2012	28/11/2012	02/12/2012	03/12/2012	05/12/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA	AMARELO BANDEIRA	VERMELHO VIVAVINIL	PRETO	AZUL DURAMAR		Ø130	
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	018.1194.04.0	18L (H)- CARFORT  THINNER  COMUM C-500	114662012	18	18 L.	08/11/2012	03/01/2013	07/01/2013	08/01/2013	10/01/2013	540	0	0				COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	LARANJA RILAPLAST	CREME PREPARADO	MARROM P-4975C			Ø57	
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	018.1194.04.0	18L (H)- CARFORT  THINNER  COMUM C-500	114672012	18	18 L.	08/11/2012	04/02/2013	08/02/2013	09/02/2013	11/02/2013	540	0	0				COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	LARANJA RILAPLAST	CREME PREPARADO	MARROM P-4975C			Ø57	
CLAUDIO FRANCO DA ROCHA	MARCOS  VENDRASCO  EPP	018.0288.01.0	LATA 18L NATURAL S/VZ	114682012	18	18 L.	08/11/2012	03/11/2012	07/11/2012	08/11/2012	10/11/2012	36	0	0				SEM VZ INTERNO									Ø42	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.01.0	18L- IRAJA  CASA LINDA VINIL ACRILICO(AZUL)	114692012	18	18 L.	08/11/2012	06/11/2012	10/11/2012	11/11/2012	13/11/2012	2520	0	0	EPOXI FENOLICO	EPOXI FENOLICO 2ªPASS.	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MAGENTA BERTONCINI	PRETO	AZUL EUROPA	AMARELO ESCALA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.01.0	18L- IRAJA  CASA LINDA VINIL ACRILICO(AZUL)	114702012	18	18 L.	08/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	2520	0	0	EPOXI FENOLICO	EPOXI FENOLICO 2ªPASS.	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MAGENTA BERTONCINI	PRETO	AZUL EUROPA	AMARELO ESCALA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.01.0	18L- IRAJA  CASA LINDA VINIL ACRILICO(AZUL)	114712012	18	18 L.	08/11/2012	20/11/2012	24/11/2012	25/11/2012	27/11/2012	2520	0	0	EPOXI FENOLICO	EPOXI FENOLICO 2ªPASS.	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MAGENTA BERTONCINI	PRETO	AZUL EUROPA	AMARELO ESCALA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.11.2	18L- IRAJA  COMPLEMENTO  ALVENARIA	114722012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	2520	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	PRETO	AMARELO BANDEIRA	MAGENTA EUROPA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.11.2	18L- IRAJA  COMPLEMENTO  ALVENARIA	114732012	18	18 L.	08/11/2012	21/11/2012	25/11/2012	26/11/2012	28/11/2012	2520	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	PRETO	AMARELO BANDEIRA	MAGENTA EUROPA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.23.1	18L- IRAJA  ACRILICO  PROFISSIONAL	114742012	18	18 L.	08/11/2012	07/11/2012	11/11/2012	12/11/2012	14/11/2012	2520	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO ESCALA	MAGENTA EUROPA	AZUL EUROPA	VERDE PREPARADO		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.23.1	18L- IRAJA  ACRILICO  PROFISSIONAL	114752012	18	18 L.	08/11/2012	15/11/2012	19/11/2012	20/11/2012	22/11/2012	2520	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO ESCALA	MAGENTA EUROPA	AZUL EUROPA	VERDE PREPARADO		Ø170	
ANGELA QUIRINO	FERREIRA QUEIROZ IND.DE TINTAS LTDA ME	018.0906.03.0	18L- TERRA TINTAS E COMPLEMENTOS	114762012	18	18 L.	08/11/2012	30/11/2012	04/12/2012	05/12/2012	07/12/2012	2200	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	AMARELO BANDEIRA	MAGENTA BERTONCINI	AMARELO PREPARADO		Ø170	
SANDRA REGINA DA SILVA	LWART PROASFAR QUIMICA LTDA	018.0128.08.0	18L (H)- LWART  PRIMER  CIPLAK	114772012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	360	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	PRETO	AMARELO ESCALA	VERMELHO VIVAVINIL	MAGENTA EUROPA		Ø42	
SANDRA REGINA DA SILVA	LWART PROASFAR QUIMICA LTDA	018.0128.11.0	18L (H) LWART  LW55  ASFALTO  DILUIDO	114782012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	420	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	VERMELHO LINOVA	AZUL EUROPA	PRETO			Ø42	
SANDRA REGINA DA SILVA	PYROZZAR IND. QUIMICA COM. LTDA	019.0378.04.1	BALDE- PYROFER CALCADA	114792012	19	BALDE.	08/11/2012	16/11/2012	20/11/2012	21/11/2012	23/11/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA GRAFITEX	VERMELHO LINOVA	AMARELO MEDIO	AZUL VINILPLAST			Ø170 c/b Ø25	
SANDRA REGINA DA SILVA	LWART PROASFAR QUIMICA LTDA	018.0128.07.0	18L- LWART VEDA PAREDE BRANCO	114802012	18	18 L.	08/11/2012	04/12/2012	08/12/2012	09/12/2012	11/12/2012	1080	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AMARELO EUROPA	MAGENTA BERTONCINI	VERMELHO LINOVA	PRETO		Ø170	
SANDRA REGINA DA SILVA	TINTAS REAL COMPANY IND.E COM.TINTAS - SP	018.0498.02.3	18L- SIX COLLOR  NOVO PROFISSIONAL	114812012	18	18 L.	08/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AZUL DURAMAR	VERDE ADEFLEX	MAGENTA EUROPA	AMARELO ESCALA		Ø170	
LUCIANA	ARTCRIL REVESTIMENTOS E TINTAS LTDA-EPP	025.0902.01.0	14L- ARTCRIL LINHA STANDARD	114822012	25	25KG(14L).	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	1500	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA BERTONCINI	AZUL PREPARADO	AZUL DURAMAR	AMARELO BANDEIRA			Ø130	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.11.1	18L (H)- SOLVENTEX  THINNER USO PROFIS.	114832012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	1620	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	VERDE SOLVENTEX	AZUL EUROPA			Ø42	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	005.0291.01.1	5L- SOLVENTEX THINNER	114842012	5	5 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3024	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	VERMELHO LINOVA	VERDE PREPARADO	PRETO INTENSO			Ø42	
CLAUDIO FRANCO DA ROCHA	RECITHINNER RECICLAGEM DE THINER E SOLVENTES LTDA	018.1646.01.0	18L- BRILHACOR ACRILICO PREMIUM	114852012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	2100	0	0		EPOXI FENOLICO		COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	MAGENTA EUROPA	AMARELO ESCALA				Ø170	
LUCIANA	INCOL-QUIMICA IND. E COM. DE PRODUTOS	019.1453.01.0	BALDE- INCOL  LINHA SOLVENTES	114862012	19	BALDE.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	300	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	AMARELO BANDEIRA	PRETO	AZUL DURAMAR		Ø80	
DALTON	TINTAS ANTARES LTDA	018.0530.06.0	18L (H)- ANTARES INDUSTRIAL	114872012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA BERTONCINI	LARANJA RILAPLAST	AZUL DURAMAR	AMARELO ESCALA	AZUL EUROPA		Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	114882012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	114892012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
DALTON	KILLING S/A  TINTAS E ADESIVOS	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	114902012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
DALTON	ARTECOLA INDÚSTRIAS QUÍMICAS LTDA  RS	018.0074.04.1	18L (H)-  ARTECOLA   FORBO  ADES. INCOLOR	114912012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.07.0	18L (H)- EM022  BIQ  COLA BERTONCINI	114922012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	3000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	018.0088.02.1	18L (H)- BRASILUX  DILUENTES/ADITIVOS (AZUL)	114932012	18	18 L.	08/11/2012	05/11/2012	09/11/2012	10/11/2012	12/11/2012	2940	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERDE BRASITEC 2ªPASS	MAGENTA EUROPA	AZUL EUROPA	VERDE BRASITEC	BRANCO BRILTINTAS		Ø57	
ELENICE MARTIRE	RENANTINTAS DISTRIBUIDORA E COM.LTDA EPP	018.1296.01.0	18L- RENAN  LATEX  E  COMPLEM.	114942012	18	18 L.	08/11/2012	13/11/2012	17/11/2012	18/11/2012	20/11/2012	800	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA BERTONCINI	AZUL DURAMAR	PRETO			Ø170	
ELENICE MARTIRE	RENANTINTAS DISTRIBUIDORA E COM.LTDA EPP	018.1296.01.0	18L- RENAN  LATEX  E  COMPLEM.	114952012	18	18 L.	08/11/2012	12/01/2013	16/01/2013	17/01/2013	19/01/2013	800	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA BERTONCINI	AZUL DURAMAR	PRETO			Ø170	
SANDRA REGINA DA SILVA	ARENITO IND. E COM. TEXTURAS E TINTAS LTDA	025.1179.01.1	14L- CHROMMA TEXTURAS E TINTAS	114962012	25	25KG(14L).	08/11/2012	26/11/2012	30/11/2012	01/12/2012	03/12/2012	1656	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	PRETO	LARANJA RILAPLAST	AZUL EUROPA	AMARELO EUROPA		Ø130	
SANDRA REGINA DA SILVA	ARENITO IND. E COM. TEXTURAS E TINTAS LTDA	025.1179.01.1	14L- CHROMMA TEXTURAS E TINTAS	114972012	25	25KG(14L).	08/11/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	1662	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	PRETO	LARANJA RILAPLAST	AZUL EUROPA	AMARELO EUROPA		Ø130	
SANDRA REGINA DA SILVA	ITAQUA IND.E COM.DE SUPRIMENTOS GRAFICOS LTDA	005.0920.04.1	5L- ITAQUA THINNER  IT 16  MULTIUSO	114982012	5	5 L.	08/11/2012	14/11/2012	18/11/2012	19/11/2012	21/11/2012	10000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL METALCOR	AZUL EUROPA	VERMELHO LINOVA	PRATA MONO		Ø42	
